Frequency,Algorithm,Behavior,Model_ID,Reward,Avg_Speed,Crashed
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,66.03012028771012,22.4607763826147,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,82.70185510174295,24.312789300469497,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,85.3951284840906,24.61433998004394,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,30.910206689070435,23.414282349463207,1
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,60.108259236701045,21.972657450076802,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,82.4403005139761,24.27935730449968,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,78.14124949276278,23.830142002030414,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,68.17677607426332,22.84888678168679,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,60.02425216268476,21.87265745007681,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,14.96480072621776,21.620595971133604,1
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,81.53912051068997,24.20794297998171,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,0.4624319593241282,21.92481365787276,1
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,9.510782413922726,22.29293531504822,1
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,69.15734559876134,22.699598484795537,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,62.490985212519234,22.05598584673351,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,65.88556584160571,22.45599078341011,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,95.75101241943142,25.849327252109127,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,-11.794776156998683,23.36782657692461,1
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,70.00449430832442,22.86954220839254,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,79.13058565309731,24.005016343065815,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,85.9449532384279,24.658945529265672,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,78.75627205652003,23.896994356160473,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,79.14805532523043,23.92265745007668,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,79.34730666150868,23.98606367098483,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,75.75423490591206,23.574093842210157,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,75.44463522430472,23.51271122923933,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,4.526313437488724,23.05651492048403,1
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,78.7276528061966,23.83231523905423,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,78.24709247057528,23.914361581161938,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,25.76681416911235,22.55124071814114,1
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,76.43091122397391,23.672655045491773,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,19.441874485090903,22.816111170639395,1
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,58.678976606391956,21.65599078336514,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,94.79950613448263,25.662575886613165,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,68.31040887780239,22.739324110667535,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,77.37092087116758,23.727618584049612,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,85.11318490916042,24.577353303814736,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,-21.10556688920495,27.292759723405997,1
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,-27.25216758103143,28.456743134772328,1
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,62.77365604315948,22.10599078341014,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,83.27020645896243,24.422651836757115,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,57.208819773333026,21.4726574499022,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,83.94600290785935,24.489300134371533,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,-8.727690383531225,22.57072703894358,1
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,86.10782179263163,24.68093501975033,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,80.96461800937739,24.120150207137428,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,88.16330698275448,24.886703816574524,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,-27.596560523638775,26.609218108086168,1
